comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
Desde mi perspectiva personal considero que el contenido es profundo y a la vez fácil de seguir. Siento que el temario está vivo y se actualiza con frecuencia. Me ayuda a decidir en qué módulos profundizar.,muy_positivo,contenido,informal,largo,4,5,conocimientos_utiles_futuro,4,5
El ritmo de clase no siempre se adapta al grupo. Creo que aún se podrían mejorar algunos detalles. Las interacciones con los compañeros enriquecen las sesiones. Es un aspecto que comparto también con mis compañeros.,negativo,clase,constructivo,medio,1,3,clase_duracion,1,3
"Mirando mi avance hasta ahora entiendo que el soporte responde de forma correcta, sin destacar demasiado. El feedback que recibo es claro y accionable. Creo que resume bien cómo vivo el curso.",neutral,soporte,formal,medio,2,4,velocidad_respuesta,2,4
En mi día a día con el curso observo que el profesor explica los conceptos de forma muy clara y estructurada. Me anima a preparar las sesiones con antelación. Creo que resume bien cómo vivo el curso.,muy_positivo,profesor,formal,medio,4,5,dominio_materia,4,5
En mi día a día con el curso observo que no veo relación clara entre la metodología y los objetivos del curso.,muy_negativo,metodologia,queja,corto,1,2,conocimientos_utiles_futuro,1,2
Estoy muy decepcionado con el resultado final del curso. Siento que aprovecho cada hora dedicada a este programa.,muy_negativo,general,formal,medio,1,2,ninguno,1,5
La experiencia tecnológica es satisfactoria en la mayoría de las clases. Me gustaría que se introdujeran cambios en este sentido. El soporte técnico interviene con rapidez cuando hace falta. Me ayuda a decidir en qué módulos profundizar.,positivo,tecnologia,sugerencia,largo,3,5,clase_calidad_conexion,3,5
Mirando mi avance hasta ahora entiendo que no tengo una percepción especialmente buena del curso en general. Creo que aún se podrían mejorar algunos detalles. Es una formación que recomendaría a otros perfiles como el mío.,negativo,general,constructivo,corto,1,3,ninguno,1,5
Al repasar mis notas concluyo que la atención es aceptable pero podría ser más proactiva. La comunicación por correo y chat está bien coordinada.,neutral,soporte,formal,medio,2,4,utilidad_anuncios,2,4
"La tecnología utilizada es correcta, con algún fallo puntual. Las grabaciones mantienen una calidad más que correcta. Siento que el equipo debería tenerlo en cuenta.",neutral,tecnologia,formal,largo,2,4,clase_visibilidad_pantalla,2,4
La conexión y la plataforma fallan tan a menudo que desmotivan. Este punto me genera bastante frustración. La plataforma permite seguir la clase incluso desde el móvil. Esa impresión se mantiene con el paso de las semanas.,muy_negativo,tecnologia,queja,medio,1,2,clase_calidad_audio,1,2
Mirando mi avance hasta ahora entiendo que la mayoría de las sesiones me parecen poco aprovechables. Este punto me genera bastante frustración. Salgo de cada clase con ideas prácticas para aplicar.,muy_negativo,clase,queja,corto,1,2,clase_duracion,1,2
"Cuando comparo esta formación con otras, percibo que hay un buen equilibrio entre explicación y ejercicios prácticos. Esa impresión se mantiene con el paso de las semanas.",positivo,metodologia,formal,medio,3,5,grado_dificultad,3,5
A lo largo de estas semanas he notado que no estoy nada satisfecho con la forma de enseñar del profesor. Hace que las dudas se resuelvan con rapidez.,muy_negativo,profesor,formal,medio,1,2,preparado_clases,1,2
Desde el primer módulo he sentido que la experiencia global ha sido algo decepcionante.,negativo,general,informal,corto,1,3,ninguno,1,5
Tras varias sesiones puedo decir que las dinámicas de clase me resultan poco útiles y repetitivas. Este punto me genera bastante frustración. Permite que la práctica tenga un peso real en el aprendizaje.,muy_negativo,metodologia,queja,medio,1,2,contenidos_adecuados,1,2
Desde el primer módulo he sentido que estoy muy decepcionado con el enfoque y selección del temario. Este punto me genera bastante frustración. Me da herramientas concretas para actuar en el trabajo.,muy_negativo,contenido,queja,medio,1,2,conocimientos_utiles_futuro,1,2
"Tras varias sesiones puedo decir que a veces tardan un poco en contestar, pero termina resolviéndose. Creo que aún se podrían mejorar algunos detalles.",neutral,soporte,constructivo,medio,2,4,utilidad_anuncios,2,4
"Desde mi perspectiva personal considero que en varias ocasiones he sentido que el soporte tardaba demasiado en responder. El seguimiento individual ayuda a no perder el ritmo. Para mí, marca la diferencia respecto a otros programas.",negativo,soporte,informal,largo,1,3,utilidad_anuncios,1,3
"Siempre que he tenido una duda, el soporte me ha ayudado de inmediato. Valoro mucho este aspecto del curso. Siento que hacen un esfuerzo genuino por escucharnos. Es algo que impacta en mi motivación diaria.",muy_positivo,soporte,elogio,largo,4,5,utilidad_anuncios,4,5
Tras varias sesiones puedo decir que recomendaría este curso sin dudarlo a otras personas. Es un hito importante dentro de mi itinerario profesional. Esa impresión se mantiene con el paso de las semanas.,muy_positivo,general,formal,largo,4,5,ninguno,1,5
Desde el primer módulo he sentido que el profesor domina el contenido y sabe transmitirlo de manera excelente. Valoro mucho este aspecto del curso. La disponibilidad del profesorado genera mucha confianza. Define la confianza que tengo en seguir avanzando.,muy_positivo,profesor,elogio,largo,4,5,preparado_clases,4,5
Desde el primer módulo he sentido que los temas tratados son muy relevantes para mi desarrollo profesional. Aporta claridad sobre temas que antes veía confusos. Es algo que impacta en mi motivación diaria.,muy_positivo,contenido,formal,largo,4,5,contenidos_adecuados,4,5
"Cuando comparo esta formación con otras, percibo que estoy muy insatisfecho con la atención recibida por parte del soporte. Creo que resume bien cómo vivo el curso.",muy_negativo,soporte,formal,largo,1,2,velocidad_respuesta,1,2
Al repasar mis notas concluyo que el profesor no consigue explicar los contenidos de forma comprensible. La forma en que guía los debates es muy valiosa.,muy_negativo,profesor,formal,medio,1,2,mantiene_atencion,1,2
Me siento cómodo participando en las clases. Valoro mucho este aspecto del curso.,positivo,clase,elogio,corto,3,5,clase_horario,3,5
"Cuando comparo esta formación con otras, percibo que estoy muy satisfecho con la experiencia global del curso. Valoro mucho este aspecto del curso. Es un hito importante dentro de mi itinerario profesional. Esa impresión se mantiene con el paso de las semanas.",muy_positivo,general,elogio,largo,4,5,ninguno,1,5
A lo largo de estas semanas he notado que el contenido del curso está muy bien seleccionado y actualizado. Creo que resume bien cómo vivo el curso.,muy_positivo,contenido,formal,largo,4,5,contenidos_adecuados,4,5
Analizando lo que he aprendido siento que la organización de cada sesión hace que aproveche muy bien el tiempo. Valoro mucho este aspecto del curso. Las dinámicas grupales hacen que el tiempo pase rápido.,muy_positivo,clase,elogio,corto,4,5,clase_horario,4,5
Tras varias sesiones puedo decir que a veces el profesor no consigue que los conceptos queden claros.,negativo,profesor,informal,corto,1,3,accesible_y_atiende_consultas,1,3
En mi día a día con el curso observo que el formato de las sesiones me ayuda a seguir el hilo del curso.,positivo,clase,informal,corto,3,5,clase_conveniencia_dia,3,5
Analizando lo que he aprendido siento que a veces el profesor no consigue que los conceptos queden claros.,negativo,profesor,informal,medio,1,3,dominio_materia,1,3
"Desde mi perspectiva personal considero que la estructura de las sesiones es razonable, pero algo predecible. Creo que aún se podrían mejorar algunos detalles. La evolución de la dificultad está bastante cuidada. Se refleja en los resultados que obtengo en cada entrega.",neutral,metodologia,constructivo,largo,2,4,conocimientos_utiles_futuro,2,4
Con la mente puesta en mis objetivos profesionales valoro que el soporte casi nunca responde a tiempo a mis consultas. Es algo que impacta en mi motivación diaria.,muy_negativo,soporte,formal,largo,1,2,utilidad_anuncios,1,2
En mi día a día con el curso observo que el soporte suele responder en un tiempo razonable.,positivo,soporte,constructivo,corto,3,5,velocidad_respuesta,3,5
La metodología fomenta la participación y me mantiene motivado. Valoro mucho este aspecto del curso. Se nota que cada bloque responde a un propósito concreto. Me ayuda a decidir en qué módulos profundizar.,muy_positivo,metodologia,elogio,largo,4,5,organiza_actividades,4,5
No recomendaría este curso a otras personas. Este punto me genera bastante frustración. Siento que aprovecho cada hora dedicada a este programa. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,general,queja,largo,1,2,ninguno,1,5
Las actividades planteadas encajan bien con los objetivos del curso.,positivo,metodologia,sugerencia,corto,3,5,conocimientos_utiles_futuro,3,5
En conversaciones con mis compañeros coincidimos en que el contenido del curso no ha cumplido mis expectativas. Cada unidad conecta con tendencias actuales del sector. Es algo que impacta en mi motivación diaria.,muy_negativo,contenido,formal,medio,1,2,contenidos_adecuados,1,2
"A lo largo de estas semanas he notado que en general estoy satisfecho con cómo el profesor lleva las clases. Hace que las dudas se resuelvan con rapidez. Para mí, marca la diferencia respecto a otros programas.",positivo,profesor,informal,largo,3,5,dominio_materia,3,5
Con la mente puesta en mis objetivos profesionales valoro que las actividades planteadas encajan bien con los objetivos del curso.,positivo,metodologia,constructivo,corto,3,5,conocimientos_utiles_futuro,3,5
Al repasar mis notas concluyo que los temas tratados son muy relevantes para mi desarrollo profesional. Me da herramientas concretas para actuar en el trabajo.,muy_positivo,contenido,informal,medio,4,5,contenidos_adecuados,4,5
A veces el profesor no consigue que los conceptos queden claros. Creo que aún se podrían mejorar algunos detalles.,negativo,profesor,constructivo,medio,1,3,dominio_materia,1,3
En conversaciones con mis compañeros coincidimos en que estoy muy insatisfecho con la atención recibida por parte del soporte. Siento que hacen un esfuerzo genuino por escucharnos.,muy_negativo,soporte,formal,medio,1,2,velocidad_respuesta,1,2
"Siento que la forma de trabajar es estándar, ni especialmente buena ni mala. Me gustaría que se introdujeran cambios en este sentido. La evolución de la dificultad está bastante cuidada.",neutral,metodologia,sugerencia,corto,2,4,grado_dificultad,2,4
"Cuando comparo esta formación con otras, percibo que el ritmo de clase no siempre se adapta al grupo. Creo que aún se podrían mejorar algunos detalles. La organización del aula está pensada para colaborar. Esa impresión se mantiene con el paso de las semanas.",negativo,clase,constructivo,medio,1,3,clase_duracion,1,3
La plataforma a veces se bloquea o responde lenta.,negativo,tecnologia,informal,corto,1,3,clase_calidad_audio,1,3
Las incidencias se acumulan sin una solución clara. Este punto me genera bastante frustración. Define la confianza que tengo en seguir avanzando.,muy_negativo,soporte,queja,largo,1,2,velocidad_respuesta,1,2
Las clases suelen tener un ritmo adecuado en la mayoría de los días. El equipo docente cuida los ritmos y los descansos.,positivo,clase,formal,medio,3,5,clase_conveniencia_dia,3,5
A lo largo de estas semanas he notado que los materiales del curso aportan valor y complementan bien las clases. Aporta claridad sobre temas que antes veía confusos. Define la confianza que tengo en seguir avanzando.,positivo,contenido,informal,largo,3,5,contenidos_adecuados,3,5
"Cuando comparo esta formación con otras, percibo que siento que la forma de trabajo dificulta mi aprendizaje en lugar de ayudar. Este punto me genera bastante frustración. La evolución de la dificultad está bastante cuidada.",muy_negativo,metodologia,queja,corto,1,2,conocimientos_utiles_futuro,1,2
